chart_year,Genre,region,streams
2018,Afrofuturism,Indonesia,11041
2018,Afrofuturism,Ireland,13761
2018,Afrofuturism,Malaysia,19822
2018,Afrofuturism,Norway,10601
2018,Afrofuturism,Philippines,22262
2018,Afrofuturism,Poland,11336
2018,Afrofuturism,Singapore,9751
2018,Afrofuturism,Sweden,19946
2018,Afrofuturism,Switzerland,4074
2018,Afrofuturism,Taiwan,47866
2018,Afrofuturism,United States of America,1265968
2018,Afroswing,Austria,1052394
2018,Afroswing,Denmark,3885350
2018,Afroswing,Germany,43187708
2018,Afroswing,Global,69139364
2018,Afroswing,Ireland,3201754
2018,Afroswing,Norway,29706
2018,Afroswing,Portugal,1352238
2018,Afroswing,Sweden,2088099
2018,Afroswing,Switzerland,3044108
2018,Afroswing,Taiwan,2887
2018,Alabama Rap,Canada,11702563
2018,Alabama Rap,Global,48778361
2018,Alabama Rap,New Zealand,76160
2018,Alabama Rap,United States of America,209705954
2018,Albanian Hip Hop,Austria,1845777
2018,Albanian Hip Hop,Germany,35795462
2018,Albanian Hip Hop,Switzerland,1792373
2018,Album Rock,Australia,731225
2018,Album Rock,Austria,120591
2018,Album Rock,Belgium,93457
2018,Album Rock,Canada,1044297
2018,Album Rock,Costa Rica,128361
2018,Album Rock,Germany,1248566
2018,Album Rock,Global,1428824
2018,Album Rock,Ireland,97054
2018,Album Rock,Malaysia,15824
2018,Album Rock,Netherlands,846042
2018,Album Rock,New Zealand,2867669
2018,Album Rock,Philippines,5331449
2018,Album Rock,Poland,468511
2018,Album Rock,Singapore,6462
2018,Album Rock,Sweden,69207
2018,Album Rock,Switzerland,30077
2018,Album Rock,United States of America,1851338
2018,Alternative Dance,Australia,476376
2018,Alternative Dance,Belgium,20048
2018,Alternative Dance,Canada,26802
2018,Alternative Dance,Germany,129171
2018,Alternative Dance,Ireland,24185
2018,Alternative Dance,New Zealand,5910
2018,Alternative Dance,Norway,42988
2018,Alternative Dance,Portugal,19062
2018,Alternative Emo,Taiwan,3051
2018,Alternative Hip Hop,Argentina,57418
2018,Alternative Hip Hop,Australia,64956
2018,Alternative Hip Hop,Austria,3940
2018,Alternative Hip Hop,Belgium,6223
2018,Alternative Hip Hop,Canada,72693
2018,Alternative Hip Hop,Colombia,223066
2018,Alternative Hip Hop,Denmark,35565
2018,Alternative Hip Hop,Global,2234096
2018,Alternative Hip Hop,Ireland,74353
2018,Alternative Hip Hop,Mexico,483445
2018,Alternative Hip Hop,Netherlands,29055
2018,Alternative Hip Hop,Poland,87228
2018,Alternative Hip Hop,Portugal,4556
2018,Alternative Hip Hop,Taiwan,9930
2018,Alternative Hip Hop,United States of America,3878497
2018,Alternative Metal,Austria,132344
2018,Alternative Metal,Canada,3856914
2018,Alternative Metal,Costa Rica,5268
2018,Alternative Metal,Finland,1384898
2018,Alternative Metal,Germany,2184178
2018,Alternative Metal,Global,793624
2018,Alternative Metal,Ireland,12710
2018,Alternative Metal,Malaysia,162651
2018,Alternative Metal,New Zealand,42057
2018,Alternative Metal,Norway,10929
2018,Alternative Metal,Philippines,8425394
2018,Alternative Metal,Poland,10826
2018,Alternative Metal,Portugal,3348
2018,Alternative Metal,Singapore,5558
2018,Alternative Metal,Sweden,2802176
2018,Alternative Metal,Taiwan,2656
2018,Alternative Metal,United States of America,392688
2018,Alternative Pop Rock,Australia,407524
2018,Alternative Pop Rock,Denmark,689376
2018,Alternative Pop Rock,Ireland,10322
2018,Alternative Pop Rock,Netherlands,159715
2018,Alternative Pop Rock,Poland,50109
2018,Alternative R&b,Australia,70000274
2018,Alternative R&b,Austria,1786035
2018,Alternative R&b,Belgium,3619621
2018,Alternative R&b,Brazil,3773838
2018,Alternative R&b,Canada,56950554
2018,Alternative R&b,Colombia,135900
2018,Alternative R&b,Costa Rica,540062
2018,Alternative R&b,Denmark,15753714
2018,Alternative R&b,Finland,2422349
2018,Alternative R&b,France,1960201
2018,Alternative R&b,Germany,25124022
2018,Alternative R&b,Global,939893993
2018,Alternative R&b,Indonesia,21529938
2018,Alternative R&b,Ireland,8246389
2018,Alternative R&b,Italy,2283510
2018,Alternative R&b,Malaysia,10550543
2018,Alternative R&b,Mexico,500691
2018,Alternative R&b,Netherlands,12952760
2018,Alternative R&b,New Zealand,14415660
2018,Alternative R&b,Norway,11257631
2018,Alternative R&b,Philippines,44152218
2018,Alternative R&b,Poland,3189966
2018,Alternative R&b,Portugal,5580215
2018,Alternative R&b,Singapore,9928703
2018,Alternative R&b,Spain,2056070
2018,Alternative R&b,Sweden,15373107
2018,Alternative R&b,Switzerland,3256595
2018,Alternative R&b,Taiwan,3251117
2018,Alternative R&b,Turkey,1359646
2018,Alternative R&b,United States of America,449642813
2018,Alternative Rock,Argentina,260060
2018,Alternative Rock,Australia,4821542
2018,Alternative Rock,Austria,60937
2018,Alternative Rock,Belgium,121131
2018,Alternative Rock,Brazil,654258
2018,Alternative Rock,Canada,527801
2018,Alternative Rock,Chile,1219575
2018,Alternative Rock,Colombia,89490
2018,Alternative Rock,Costa Rica,124283
2018,Alternative Rock,Denmark,10088
2018,Alternative Rock,Ecuador,1951
2018,Alternative Rock,France,218832
2018,Alternative Rock,Global,613337
2018,Alternative Rock,Indonesia,1291183
2018,Alternative Rock,Ireland,631890
2018,Alternative Rock,Italy,28998
2018,Alternative Rock,Malaysia,334227
2018,Alternative Rock,Mexico,2122402
2018,Alternative Rock,New Zealand,103788
2018,Alternative Rock,Peru,871562
2018,Alternative Rock,Philippines,11520612
2018,Alternative Rock,Poland,1734857
2018,Alternative Rock,Portugal,325562
2018,Alternative Rock,Singapore,41720
2018,Alternative Rock,Sweden,45951
2018,Alternative Rock,Taiwan,2545
2018,Anthem Worship,Belgium,27473
2018,Anthem Worship,Canada,58450
2018,Anthem Worship,Denmark,448725
2018,Anthem Worship,Global,777725
2018,Anthem Worship,Ireland,10564
2018,Anthem Worship,Netherlands,44258
2018,Anthem Worship,Portugal,8583
2018,Anthem Worship,Switzerland,31611
2018,Anthem Worship,United States of America,290059
2018,Anti-folk,Ireland,5675
2018,Argentine Hip Hop,Argentina,18899943
2018,Argentine Hip Hop,Chile,260414
2018,Art Pop,Australia,6182558
2018,Art Pop,Austria,48735
2018,Art Pop,Belgium,201367
2018,Art Pop,Brazil,479957
2018,Art Pop,Canada,58426
2018,Art Pop,Denmark,21025
2018,Art Pop,Finland,110763
2018,Art Pop,Germany,125690
2018,Art Pop,Global,11313568
2018,Art Pop,Ireland,1477614
2018,Art Pop,Italy,38846
2018,Art Pop,Malaysia,49671
2018,Art Pop,Netherlands,33153
2018,Art Pop,New Zealand,1555906
2018,Art Pop,Norway,755870
2018,Art Pop,Poland,1641708
2018,Art Pop,Portugal,75591
2018,Art Pop,Spain,32793
2018,Art Pop,Sweden,9538416
2018,Art Pop,Switzerland,26554
2018,Art Pop,Taiwan,135631
2018,Art Pop,Turkey,11432
2018,Art Pop,United States of America,2681391
2018,Art Rock,Austria,92313
2018,Art Rock,Germany,1315118
2018,Atl Hip Hop,Argentina,568433
2018,Atl Hip Hop,Australia,61683229
2018,Atl Hip Hop,Austria,859642
2018,Atl Hip Hop,Belgium,3873933
2018,Atl Hip Hop,Brazil,6990137
2018,Atl Hip Hop,Canada,76556958
2018,Atl Hip Hop,Chile,658449
2018,Atl Hip Hop,Colombia,415543
2018,Atl Hip Hop,Costa Rica,549839
2018,Atl Hip Hop,Denmark,4646046
2018,Atl Hip Hop,Ecuador,136307
2018,Atl Hip Hop,Finland,2450734
2018,Atl Hip Hop,France,14491777
2018,Atl Hip Hop,Germany,13852716
2018,Atl Hip Hop,Global,1052558512
2018,Atl Hip Hop,Indonesia,2661743
2018,Atl Hip Hop,Ireland,5009946
2018,Atl Hip Hop,Italy,2363859
2018,Atl Hip Hop,Malaysia,1792792
2018,Atl Hip Hop,Mexico,3639076
2018,Atl Hip Hop,Netherlands,6963579
2018,Atl Hip Hop,New Zealand,13478544
2018,Atl Hip Hop,Norway,7268932
2018,Atl Hip Hop,Peru,245077
2018,Atl Hip Hop,Philippines,5941395
2018,Atl Hip Hop,Poland,3229343
2018,Atl Hip Hop,Portugal,3351316
2018,Atl Hip Hop,Singapore,2110662
2018,Atl Hip Hop,Spain,2553019
2018,Atl Hip Hop,Sweden,12169301
2018,Atl Hip Hop,Switzerland,3648109
2018,Atl Hip Hop,Taiwan,1127745
2018,Atl Hip Hop,Turkey,3683386
2018,Atl Hip Hop,United States of America,790408367
2018,Aussietronica,Australia,33075252
2018,Aussietronica,New Zealand,1755498
2018,Australian Alternative Pop,Australia,16333524
2018,Australian Alternative Pop,New Zealand,738318
2018,Australian Alternative Pop,Taiwan,5376
2018,Australian Alternative Rock,Australia,256271
2018,Australian Country,Australia,3529012
2018,Australian Country,Canada,2046038
2018,Australian Dance,Australia,847008
2018,Australian Dance,Austria,6024
2018,Australian Dance,Belgium,133446
2018,Australian Dance,Costa Rica,75573
2018,Australian Dance,Finland,196105
2018,Australian Dance,Germany,100138
2018,Australian Dance,Ireland,170158
2018,Australian Dance,Malaysia,8871
2018,Australian Dance,Norway,44186
2018,Australian Dance,Poland,330538
2018,Australian Dance,Sweden,140347
2018,Australian Dance,Taiwan,50368
2018,Australian Dance,Turkey,29255
2018,Australian Electropop,Australia,2811578
2018,Australian Garage Punk,Australia,483363
2018,Australian Hip Hop,Australia,9228884
2018,Australian Hip Hop,New Zealand,80683
2018,Australian House,Australia,771144
2018,Australian House,Belgium,876025
2018,Australian House,Ireland,16114
2018,Australian House,Netherlands,1758850
2018,Australian Indie,Australia,19206095
2018,Australian Indie,Belgium,206269
2018,Australian Indie,Netherlands,3588231
2018,Australian Indie,New Zealand,237299
2018,Australian Indie Folk,Australia,32486124
2018,Australian Indie Folk,Netherlands,2126574
2018,Australian Indie Folk,New Zealand,798952
2018,Australian Indie Folk,Poland,28901
2018,Australian Indigenous,Australia,58297
2018,Australian Indigenous,Denmark,8215
2018,Australian Indigenous,Norway,39595
2018,Australian Indigenous,Portugal,5816
2018,Australian Indigenous,Spain,22457
2018,Australian Indigenous,Sweden,200318
2018,Australian Pop,Australia,157803586
2018,Australian Pop,Austria,3955318
2018,Australian Pop,Belgium,8321436
2018,Australian Pop,Brazil,1397049
2018,Australian Pop,Canada,19490438
2018,Australian Pop,Colombia,95888
2018,Australian Pop,Costa Rica,76181
2018,Australian Pop,Denmark,13722777
2018,Australian Pop,Ecuador,2275
2018,Australian Pop,Finland,6147481
2018,Australian Pop,France,10408434
2018,Australian Pop,Germany,52933325
2018,Australian Pop,Global,683113725
2018,Australian Pop,Indonesia,10622480
2018,Australian Pop,Ireland,9201186
2018,Australian Pop,Italy,12647977
2018,Australian Pop,Malaysia,8950093
2018,Australian Pop,Mexico,1824304
2018,Australian Pop,Netherlands,33879531
2018,Australian Pop,New Zealand,20526801
2018,Australian Pop,Norway,22572635
2018,Australian Pop,Philippines,24685535
2018,Australian Pop,Poland,7981350
2018,Australian Pop,Portugal,2480201
2018,Australian Pop,Singapore,10098194
2018,Australian Pop,Spain,5380835
2018,Australian Pop,Sweden,38008787
2018,Australian Pop,Switzerland,5528280
2018,Australian Pop,Taiwan,4189214
2018,Australian Pop,Turkey,199930
2018,Australian Pop,United States of America,141815354
2018,Australian Psych,Ecuador,15629
2018,Australian Psych,Mexico,1385303
2018,Australian Psych,Poland,176942
2018,Australian Psych,Portugal,11843
2018,Australian Reggae Fusion,Australia,6669529
2018,Australian Reggae Fusion,New Zealand,1922426
2018,Australian Rock,Australia,125996
2018,Australian Talent Show,New Zealand,429211
2018,Austrian Indie,Austria,2607
2018,Barbadian Pop,Denmark,51307
2018,Barbadian Pop,Finland,7305
2018,Barbadian Pop,France,31980
2018,Barbadian Pop,Indonesia,67192
2018,Barbadian Pop,Ireland,11022
2018,Barbadian Pop,Malaysia,3850238
2018,Barbadian Pop,Mexico,273834
2018,Barbadian Pop,Philippines,26169008
2018,Barbadian Pop,Poland,172495
2018,Barbadian Pop,Singapore,304243
2018,Barbadian Pop,Spain,490375
2018,Barbadian Pop,Taiwan,5961
2018,Baroque Pop,Australia,39435453
2018,Baroque Pop,Austria,4793234
2018,Baroque Pop,Belgium,1698614
2018,Baroque Pop,Canada,20582288
2018,Baroque Pop,Denmark,3123478
2018,Baroque Pop,Finland,1112719
2018,Baroque Pop,France,2233576
2018,Baroque Pop,Germany,64206386
2018,Baroque Pop,Global,497330203
2018,Baroque Pop,Indonesia,428771
2018,Baroque Pop,Ireland,2898796
2018,Baroque Pop,Italy,899217
2018,Baroque Pop,Malaysia,4222657
2018,Baroque Pop,Netherlands,5966646
2018,Baroque Pop,New Zealand,3047709
2018,Baroque Pop,Norway,5661349
2018,Baroque Pop,Philippines,1847947
2018,Baroque Pop,Poland,4062806
2018,Baroque Pop,Portugal,426179
2018,Baroque Pop,Singapore,5097428
2018,Baroque Pop,Sweden,6013011
2018,Baroque Pop,Switzerland,4333882
2018,Baroque Pop,Taiwan,205015
2018,Baroque Pop,United States of America,168449177
2018,Bassline,Ireland,4810
2018,Baton Rouge Rap,United States of America,5309714
2018,Bedroom Pop,Indonesia,6648304
2018,Belgian Edm,Belgium,2293049
2018,Belgian Indie,Belgium,980579
2018,Belgian Indie,Turkey,88346
2018,Big Room,Argentina,498824
2018,Big Room,Australia,4900026
2018,Big Room,Austria,6362644
2018,Big Room,Belgium,7215300
2018,Big Room,Brazil,10889144
2018,Big Room,Canada,5464697
2018,Big Room,Chile,442800
2018,Big Room,Colombia,1084361
2018,Big Room,Costa Rica,505433
2018,Big Room,Denmark,6384413
2018,Big Room,Ecuador,469666
2018,Big Room,Finland,9368568
2018,Big Room,France,6453092
2018,Big Room,Germany,72810361
2018,Big Room,Global,472661026
2018,Big Room,Indonesia,17137876
2018,Big Room,Ireland,3255103
2018,Big Room,Italy,23321668
2018,Big Room,Malaysia,2436155
2018,Big Room,Mexico,2662972
2018,Big Room,Netherlands,21230184
2018,Big Room,New Zealand,881794
2018,Big Room,Norway,18387099
2018,Big Room,Peru,461439
2018,Big Room,Philippines,1169123
2018,Big Room,Poland,17565181
2018,Big Room,Portugal,1829226
2018,Big Room,Singapore,5935838
2018,Big Room,Spain,7385623
2018,Big Room,Sweden,62821808
2018,Big Room,Switzerland,8899493
2018,Big Room,Taiwan,1368116
2018,Big Room,Turkey,251026
2018,Big Room,United States of America,6072944
2018,Birmingham Grime,Ireland,5151
2018,Bow Pop,Ireland,5058
2018,Boy Band,Argentina,2096658
2018,Boy Band,Australia,96399808
2018,Boy Band,Austria,4262087
2018,Boy Band,Belgium,10285773
2018,Boy Band,Brazil,20295554
2018,Boy Band,Canada,49619696
2018,Boy Band,Chile,562735
2018,Boy Band,Colombia,978712
2018,Boy Band,Costa Rica,1082925
2018,Boy Band,Denmark,22996932
2018,Boy Band,Ecuador,368730
2018,Boy Band,Finland,9881831
2018,Boy Band,France,9293872
2018,Boy Band,Germany,45807889
2018,Boy Band,Global,1095233158
2018,Boy Band,Indonesia,19470249
2018,Boy Band,Ireland,13374982
2018,Boy Band,Italy,26973912
2018,Boy Band,Malaysia,16789427
2018,Boy Band,Mexico,9276852
2018,Boy Band,Netherlands,49579196
2018,Boy Band,New Zealand,16983843
2018,Boy Band,Norway,32590461
2018,Boy Band,Peru,620598
2018,Boy Band,Philippines,55489866
2018,Boy Band,Poland,18092720
2018,Boy Band,Portugal,6252622
2018,Boy Band,Singapore,20124654
2018,Boy Band,Spain,8648853
2018,Boy Band,Sweden,37458130
2018,Boy Band,Switzerland,5341457
2018,Boy Band,Taiwan,5990981
2018,Boy Band,Turkey,2200374
2018,Boy Band,United States of America,305362297
2018,Brighton Indie,Belgium,3294
2018,Brighton Indie,Ireland,245511
2018,Brighton Indie,Portugal,7106
2018,Brill Building Pop,Australia,1986297
2018,Brill Building Pop,Austria,183972
2018,Brill Building Pop,Belgium,282032
2018,Brill Building Pop,Canada,3314066
2018,Brill Building Pop,Chile,30727
2018,Brill Building Pop,Costa Rica,5977
2018,Brill Building Pop,Denmark,1260346
2018,Brill Building Pop,Ecuador,8596
2018,Brill Building Pop,Finland,68175
2018,Brill Building Pop,France,274523
2018,Brill Building Pop,Germany,1977099
2018,Brill Building Pop,Global,31859945
2018,Brill Building Pop,Ireland,402235
2018,Brill Building Pop,Italy,833971
2018,Brill Building Pop,Malaysia,30512
2018,Brill Building Pop,Netherlands,1478634
2018,Brill Building Pop,New Zealand,428816
2018,Brill Building Pop,Norway,847032
2018,Brill Building Pop,Philippines,139706
2018,Brill Building Pop,Poland,998545
2018,Brill Building Pop,Portugal,121899
2018,Brill Building Pop,Singapore,64556
2018,Brill Building Pop,Spain,258558
2018,Brill Building Pop,Sweden,1897376
2018,Brill Building Pop,Switzerland,288943
2018,Brill Building Pop,United States of America,22421740
2018,British Singer-songwriter,Canada,28302
2018,British Singer-songwriter,Italy,24749
2018,British Singer-songwriter,Poland,9527
2018,British Soul,Australia,425669
2018,British Soul,Austria,128191
2018,British Soul,Belgium,225110
2018,British Soul,Canada,878845
2018,British Soul,Costa Rica,81956
2018,British Soul,Denmark,26115
2018,British Soul,Germany,1605312
2018,British Soul,Global,11998581
2018,British Soul,Indonesia,2359346
2018,British Soul,Ireland,620272
2018,British Soul,Italy,304232
2018,British Soul,Malaysia,2102949
2018,British Soul,Mexico,49898
2018,British Soul,Netherlands,1370937
2018,British Soul,New Zealand,98659
2018,British Soul,Norway,1390393
2018,British Soul,Philippines,76658
2018,British Soul,Poland,321358
2018,British Soul,Portugal,10876
2018,British Soul,Singapore,51837
2018,British Soul,Spain,28884
2018,British Soul,Sweden,2420005
2018,British Soul,Switzerland,127627
2018,British Soul,Taiwan,26608
2018,British Soul,Turkey,13120
2018,British Soul,United States of America,1019697
2018,Brostep,Sweden,116631
2018,Bubblegum Dance,Belgium,11241
2018,Bubblegum Dance,Denmark,532073
2018,Bubblegum Dance,France,78182
2018,Bubblegum Dance,Ireland,9139
2018,Bubblegum Dance,Poland,16060
2018,C-pop,Singapore,25390
2018,C-pop,Taiwan,12427
2018,Cali Rap,United States of America,383610
2018,Canadian Contemporary R&b,Argentina,1167043
2018,Canadian Contemporary R&b,Australia,20837186
2018,Canadian Contemporary R&b,Austria,547121
2018,Canadian Contemporary R&b,Belgium,3273099
2018,Canadian Contemporary R&b,Brazil,9145836
2018,Canadian Contemporary R&b,Canada,38164530
2018,Canadian Contemporary R&b,Chile,2319094
2018,Canadian Contemporary R&b,Colombia,981673
2018,Canadian Contemporary R&b,Costa Rica,656948
2018,Canadian Contemporary R&b,Denmark,3876683
2018,Canadian Contemporary R&b,Ecuador,314550
2018,Canadian Contemporary R&b,Finland,1467167
2018,Canadian Contemporary R&b,France,6795410
2018,Canadian Contemporary R&b,Germany,9836026
2018,Canadian Contemporary R&b,Global,687749802
2018,Canadian Contemporary R&b,Indonesia,3284286
2018,Canadian Contemporary R&b,Ireland,1756034
2018,Canadian Contemporary R&b,Italy,2129245
2018,Canadian Contemporary R&b,Malaysia,8572519
2018,Canadian Contemporary R&b,Mexico,73815455
2018,Canadian Contemporary R&b,Netherlands,7640797
2018,Canadian Contemporary R&b,New Zealand,2793628
2018,Canadian Contemporary R&b,Norway,5699079
2018,Canadian Contemporary R&b,Peru,764310
2018,Canadian Contemporary R&b,Philippines,6181784
2018,Canadian Contemporary R&b,Poland,1874650
2018,Canadian Contemporary R&b,Portugal,6037177
2018,Canadian Contemporary R&b,Singapore,3032181
2018,Canadian Contemporary R&b,Spain,2926077
2018,Canadian Contemporary R&b,Sweden,7822545
2018,Canadian Contemporary R&b,Switzerland,1356384
2018,Canadian Contemporary R&b,Taiwan,1414220
2018,Canadian Contemporary R&b,Turkey,4737198
2018,Canadian Contemporary R&b,United States of America,425237246
2018,Canadian Folk,Canada,30121
2018,Canadian Hip Hop,Argentina,9988268
2018,Canadian Hip Hop,Australia,117760373
2018,Canadian Hip Hop,Austria,4914904
2018,Canadian Hip Hop,Belgium,12360185
2018,Canadian Hip Hop,Brazil,52222812
2018,Canadian Hip Hop,Canada,189964250
2018,Canadian Hip Hop,Chile,8329651
2018,Canadian Hip Hop,Colombia,5066065
2018,Canadian Hip Hop,Costa Rica,3677386
2018,Canadian Hip Hop,Denmark,25842253
2018,Canadian Hip Hop,Ecuador,1422073
2018,Canadian Hip Hop,Finland,10289042
2018,Canadian Hip Hop,France,37745897
2018,Canadian Hip Hop,Germany,90788865
2018,Canadian Hip Hop,Global,2647967806
2018,Canadian Hip Hop,Indonesia,9912210
2018,Canadian Hip Hop,Ireland,24129087
2018,Canadian Hip Hop,Italy,27742039
2018,Canadian Hip Hop,Malaysia,6559903
2018,Canadian Hip Hop,Mexico,44684699
2018,Canadian Hip Hop,Netherlands,54831545
2018,Canadian Hip Hop,New Zealand,23713036
2018,Canadian Hip Hop,Norway,27497100
2018,Canadian Hip Hop,Peru,4708782
2018,Canadian Hip Hop,Philippines,30956272
2018,Canadian Hip Hop,Poland,7905680
2018,Canadian Hip Hop,Portugal,10447641
2018,Canadian Hip Hop,Singapore,8003917
2018,Canadian Hip Hop,Spain,21041772
2018,Canadian Hip Hop,Sweden,46241820
2018,Canadian Hip Hop,Switzerland,10955096
2018,Canadian Hip Hop,Taiwan,3332508
2018,Canadian Hip Hop,Turkey,12635737
2018,Canadian Hip Hop,United States of America,1282857637
